,DNE,CDE,HTE,B1E,FRE,BME,EQE,OFE,WOE,DWE,TVE,FGE,B2E,CWE,HPE,GRE,all_P
6130,0,0,5,0,107,334,42,15,0,0,306,0,8,0,36,2,772.0
6131,0,0,4,0,106,335,39,17,0,0,227,0,8,0,36,0,778.0
6132,0,1,4,0,106,335,40,15,0,0,232,0,8,0,37,0,809.0
6133,0,1,4,0,106,335,42,15,0,0,258,0,8,0,38,2,752.0
6134,0,0,4,0,106,336,40,15,0,0,203,0,8,0,36,4,840.0
6135,0,0,4,0,107,337,40,19,0,0,288,0,8,0,37,0,788.0
6136,0,0,21,0,106,338,40,15,0,0,221,0,8,0,37,2,814.0
6137,0,2,29,0,106,336,40,18,0,0,238,0,7,0,36,2,843.0
6138,0,0,21,0,107,339,40,15,0,0,274,0,8,0,37,2,806.0
6139,0,1,5,0,105,340,40,15,0,0,252,0,8,0,36,4,815.0
6140,0,0,4,0,106,338,41,19,0,0,259,0,8,0,36,4,933.0
6141,0,0,4,0,106,339,40,15,0,0,385,0,8,0,36,0,798.0
6142,0,0,4,0,107,339,40,15,0,0,249,0,7,0,37,0,780.0
6143,0,1,4,0,106,335,41,15,0,0,228,0,8,0,38,4,775.0
6144,0,0,4,0,106,336,40,18,0,0,226,0,8,0,37,0,777.0
6145,0,0,4,0,106,337,40,15,0,0,228,0,7,0,38,2,778.0
6146,0,0,4,0,106,338,42,15,0,0,225,0,8,0,38,2,782.0
6147,0,0,4,0,107,339,40,19,0,0,228,0,8,0,37,0,808.0
6148,0,1,5,0,106,340,40,15,0,0,255,0,8,0,36,2,1700.0
6149,0,0,5,0,105,337,45,15,0,0,254,891,8,0,38,2,958.0
6150,0,1,4,0,106,339,41,18,0,0,261,142,8,0,36,2,917.0
6151,0,1,4,0,106,333,40,15,0,0,242,129,8,0,37,2,1042.0
6152,0,0,4,0,106,335,31,19,0,0,372,131,7,0,37,0,911.0
6153,0,0,4,0,106,337,40,15,0,0,232,130,8,0,37,2,939.0
6154,0,0,5,0,106,338,40,19,0,0,255,130,8,0,38,0,901.0
6155,0,0,4,0,106,334,40,15,0,0,228,130,7,0,35,2,920.0
6156,0,0,4,0,106,332,40,15,0,0,248,130,8,0,37,0,937.0
6157,0,0,4,0,106,334,40,19,0,0,262,128,8,0,36,0,906.0
6158,0,1,4,0,106,333,40,15,0,0,233,129,7,0,36,2,933.0
6159,0,1,4,0,107,331,40,15,0,0,262,128,8,0,37,0,909.0
6160,0,0,5,0,107,332,40,19,0,0,229,128,8,0,37,4,968.0
6161,0,0,4,0,106,332,40,15,0,0,297,128,8,0,36,2,1066.0
6162,0,0,5,0,106,335,41,15,0,0,389,127,7,0,37,4,887.0
6163,0,0,4,0,106,336,40,18,1,0,211,127,8,0,36,0,928.0
6164,0,0,4,0,106,338,40,15,0,0,253,127,7,0,36,2,830.0
6165,0,0,4,0,106,339,43,15,0,0,270,7,8,0,38,0,805.0
6166,0,1,4,0,106,338,40,15,0,0,248,7,7,0,37,2,603.0
6167,0,0,4,0,106,339,40,19,1,0,39,7,8,0,38,2,306.0
6168,0,1,5,0,107,7,30,15,1,0,38,7,58,0,37,0,316.0
6169,0,0,5,0,107,7,40,15,0,0,39,7,58,0,36,2,320.0
6170,0,0,5,0,106,7,40,19,0,0,38,7,58,0,38,2,265.0
6171,0,0,5,0,106,7,40,15,0,0,39,7,7,0,37,2,269.0
6172,0,1,5,0,106,7,41,15,0,0,39,7,8,0,38,2,267.0
6173,0,0,5,0,106,7,40,19,0,0,38,7,8,0,37,0,266.0
6174,0,1,5,0,106,7,40,15,0,0,39,7,7,0,37,2,401.0
6175,0,1,5,0,107,7,41,16,0,0,38,140,7,0,37,2,404.0
6176,0,0,5,0,106,7,40,15,0,0,38,146,7,0,38,2,400.0
6177,0,1,5,0,105,7,40,19,0,0,39,137,8,0,37,2,396.0
6178,0,0,5,0,106,7,41,15,0,0,38,136,8,0,38,2,394.0
6179,0,0,5,0,106,7,40,15,0,0,38,134,8,0,37,4,392.0
6180,0,0,5,0,106,7,40,19,0,0,38,130,7,0,38,2,387.0
6181,0,1,5,0,106,7,42,15,0,0,38,129,8,0,36,0,384.0
6182,0,0,5,0,106,7,40,15,0,0,39,127,7,0,36,2,388.0
6183,0,0,5,0,105,7,40,19,0,0,39,126,8,0,37,2,390.0
6184,0,0,5,0,106,7,45,15,0,0,38,127,8,0,37,2,382.0
6185,0,0,5,0,106,7,40,15,0,0,38,125,7,0,37,2,379.0
6186,0,0,5,0,106,7,40,15,0,0,38,122,7,0,37,2,371.0
6187,0,0,5,0,106,7,30,15,0,0,39,123,7,0,37,2,257.0
6188,0,0,5,0,104,7,40,19,0,0,38,0,7,0,37,0,259.0
6189,0,0,5,0,107,7,40,15,0,0,39,0,8,0,38,0,260.0
6190,0,1,5,0,106,7,40,15,0,0,39,0,8,0,37,2,264.0
6191,0,0,5,0,106,7,40,19,0,0,38,0,8,0,37,4,257.0
6192,0,0,5,0,107,7,40,15,0,0,39,0,7,0,37,0,256.0
6193,0,0,5,0,106,7,40,15,0,0,39,0,8,0,36,0,262.0
6194,0,0,5,0,106,7,41,17,0,0,39,0,7,0,36,4,257.0
6195,0,0,5,0,106,7,40,15,0,0,39,0,7,0,38,0,261.0
6196,0,0,5,0,106,7,40,18,0,0,39,0,8,0,38,0,261.0
6197,0,0,5,0,106,7,42,15,0,0,38,0,7,0,37,4,265.0
6198,0,0,5,0,105,7,40,19,0,0,39,0,8,0,38,4,258.0
6199,0,1,5,0,107,7,40,15,0,0,38,0,8,0,37,0,262.0
6200,0,0,5,0,106,7,43,15,0,0,38,0,8,0,38,2,266.0
6201,0,1,5,0,107,7,40,19,0,0,39,1,7,0,38,2,256.0
6202,0,0,5,0,106,7,40,15,0,0,39,0,7,0,37,0,252.0
6203,0,1,5,0,107,7,30,15,0,0,40,1,7,0,37,2,262.0
6204,0,0,5,0,106,7,41,19,0,0,39,1,7,0,37,0,258.0
6205,0,0,5,0,106,7,40,15,0,0,38,0,8,0,39,0,261.0
6206,0,1,5,0,106,7,40,18,0,0,38,0,8,0,38,0,261.0
6207,0,1,5,0,106,7,41,15,0,0,39,0,8,0,37,2,260.0
6208,0,0,5,0,106,7,40,19,0,0,39,0,7,0,37,0,258.0
6209,0,0,5,0,106,7,40,15,0,0,38,0,7,0,38,2,260.0
6210,0,1,5,0,107,7,41,15,0,0,39,0,8,0,37,0,306.0
6211,0,0,5,0,107,7,41,62,0,0,38,0,7,0,37,2,302.0
6212,0,0,5,0,106,7,40,62,0,0,39,0,7,0,36,0,259.0
6213,0,0,5,0,106,7,41,15,0,0,39,0,8,0,36,2,261.0
6214,0,1,5,0,105,7,40,19,0,0,38,0,8,0,36,2,256.0
6215,0,0,5,0,106,7,39,15,0,0,38,0,7,0,37,2,262.0
6216,0,0,5,0,105,7,42,18,0,0,38,0,7,0,36,4,258.0
6217,0,0,5,0,106,7,40,15,0,0,39,0,7,0,37,2,262.0
6218,0,2,5,0,106,7,40,18,0,0,38,0,8,0,36,2,1231.0
6219,0,0,5,0,114,7,44,15,0,0,38,0,7,0,999,2,1771.0
6220,0,0,5,0,113,7,40,15,0,0,39,0,7,0,1545,0,1886.0
6221,0,0,5,0,114,7,40,18,0,0,39,0,8,0,1655,0,2252.0
6222,0,0,5,0,115,8,30,15,0,0,39,369,7,0,1664,0,2079.0
6223,0,0,5,0,113,7,40,15,0,0,38,140,7,0,1710,4,2086.0
6224,0,2,5,0,115,7,40,18,0,0,39,129,7,0,1722,2,2089.0
6225,0,0,5,0,114,7,40,15,0,0,38,126,8,0,1734,2,2110.0
6226,0,1,5,0,114,7,40,19,0,0,38,127,7,0,1750,2,2116.0
6227,0,0,5,0,115,7,40,19,0,0,38,125,8,0,1757,2,2096.0
6228,0,0,5,0,115,7,40,15,0,0,39,124,7,0,1744,0,2122.0
6229,0,0,5,0,114,7,41,18,0,0,38,123,8,0,1766,2,2113.0
6230,0,0,5,0,114,7,40,15,0,0,38,123,7,0,1762,2,2129.0
6231,0,1,5,0,115,7,40,15,0,0,38,122,8,0,1778,0,2011.0
6232,0,1,5,0,115,7,41,19,0,0,39,0,8,0,1774,2,2008.0
6233,0,0,5,0,115,7,40,15,0,0,38,0,7,0,1779,2,2006.0
6234,0,0,5,0,114,7,40,15,0,0,38,0,8,0,1779,0,2017.0
6235,0,0,5,0,113,7,43,19,0,0,39,0,7,0,1784,0,2009.0
6236,0,0,5,0,114,7,40,19,0,0,38,0,8,0,1778,0,2011.0
6237,0,1,5,0,113,7,40,15,0,0,39,0,7,0,1782,2,2006.0
6238,0,0,5,0,115,7,30,19,0,0,38,0,7,0,1785,0,2028.0
6239,0,0,5,0,114,7,40,15,0,0,38,10,8,0,1787,4,2018.0
6240,0,0,5,0,115,7,40,19,0,0,38,0,7,0,1787,0,2016.0
6241,0,0,5,0,114,7,40,15,0,0,39,1,8,0,1787,0,2020.0
6242,0,0,5,0,113,7,40,15,0,0,38,1,7,0,1794,0,2025.0
6243,0,1,5,0,114,7,40,19,0,0,39,0,7,0,1793,0,2023.0
6244,0,0,5,0,114,7,40,15,0,0,38,0,8,0,1794,2,2021.0
6245,0,0,5,0,115,7,41,15,0,0,38,0,8,0,1792,0,2036.0
6246,0,1,5,0,115,7,40,19,1,0,38,0,8,0,1802,0,2027.0
6247,0,1,5,0,115,7,40,15,0,0,39,1,7,0,1797,0,2025.0
6248,0,1,5,0,114,7,41,15,0,0,38,0,7,0,1795,2,2038.0
6249,0,1,5,0,114,7,40,19,0,0,39,0,8,0,1805,0,2034.0
6250,0,0,5,0,115,7,40,15,0,0,39,0,8,0,1805,0,2039.0
6251,0,0,5,0,114,7,42,18,0,0,39,0,8,0,1806,0,2035.0
6252,0,1,5,0,115,7,40,17,0,0,39,0,7,0,1802,2,227.0
6253,0,0,5,0,108,7,40,15,0,0,39,0,8,0,1,4,230.0
6254,0,2,5,0,107,7,45,16,0,0,38,0,7,0,1,2,224.0
6255,0,0,5,0,106,7,40,17,0,0,39,1,8,0,1,0,221.0
6256,0,0,5,0,107,7,40,15,0,0,39,0,7,0,1,0,209.0
6257,0,0,5,0,106,7,30,15,0,0,38,0,7,0,1,0,227.0
6258,0,1,5,0,107,7,40,19,1,0,38,0,8,0,1,0,222.0
6259,0,1,5,0,108,7,40,15,0,0,38,0,7,0,1,0,221.0
6260,0,1,5,0,106,7,40,15,0,0,39,0,7,0,1,0,225.0
6261,0,1,5,0,108,7,41,15,0,0,39,0,8,0,1,0,222.0
6262,0,1,5,0,107,7,40,15,0,0,38,0,8,0,1,0,368.0
6263,0,0,5,0,106,7,40,18,0,0,38,145,8,0,1,0,353.0
6264,0,1,5,0,107,7,41,15,0,0,38,132,7,0,0,0,347.0
6265,0,0,5,0,106,7,40,15,0,0,38,128,8,0,0,0,353.0
6266,0,1,5,0,106,7,40,18,0,0,38,128,7,0,1,2,347.0
6267,0,0,5,0,106,7,42,15,0,0,38,126,7,0,1,0,347.0
6268,0,0,5,0,106,7,40,15,0,0,38,126,7,0,1,2,348.0
6269,0,0,5,0,105,7,40,18,0,0,39,124,7,0,1,2,386.0
6270,0,1,5,0,107,7,44,15,0,0,38,123,8,0,38,0,386.0
6271,0,0,5,0,106,7,40,19,0,0,38,122,8,0,37,4,382.0
6272,0,2,5,0,105,7,40,15,0,0,38,122,7,0,37,4,247.0
6273,0,0,5,0,106,7,30,15,0,0,39,1,7,0,37,0,259.0
6274,0,0,5,0,106,7,40,19,0,0,38,0,7,0,37,0,258.0
6275,0,0,5,0,106,7,40,15,0,0,39,0,8,0,38,0,260.0
6276,0,0,5,0,106,7,40,15,0,0,39,0,7,0,37,4,261.0
6277,0,1,5,0,106,7,40,19,0,0,38,0,7,0,36,2,258.0
6278,0,0,5,0,108,7,40,15,0,0,38,1,8,0,36,0,257.0
6279,0,0,5,0,106,7,40,15,0,0,39,0,8,0,37,0,262.0
6280,0,0,5,0,107,7,41,19,0,0,39,0,7,0,37,0,258.0
6281,0,1,5,0,106,7,40,15,0,0,39,0,8,0,37,0,266.0
6282,0,0,5,0,107,7,40,19,0,0,39,0,8,0,37,4,261.0
6283,0,0,5,0,107,7,41,15,0,0,38,1,8,0,37,2,257.0
6284,0,0,5,0,107,7,40,15,0,0,39,0,7,0,37,0,261.0
6285,0,0,5,0,106,7,40,19,0,0,38,0,7,0,37,2,260.0
6286,0,0,5,0,105,7,42,15,0,0,38,0,7,0,37,4,257.0
6287,0,0,5,0,106,7,40,15,0,0,39,0,8,0,37,0,264.0
6288,0,1,5,0,106,7,40,19,0,0,38,0,8,0,38,2,264.0
6289,0,0,5,0,106,7,45,15,0,0,39,0,8,0,37,2,258.0
6290,0,0,5,0,106,7,41,15,0,0,39,0,7,0,36,2,263.0
6291,0,0,5,0,105,7,40,19,0,0,39,0,8,0,38,2,247.0
6292,0,0,5,0,106,7,30,15,0,0,38,0,8,0,38,0,262.0
6293,0,0,5,0,105,7,40,19,0,0,39,0,8,0,37,2,257.0
6294,0,2,5,0,106,7,40,15,0,0,38,0,7,0,37,0,256.0
6295,0,0,5,0,106,7,40,15,0,0,38,0,7,0,38,0,262.0
6296,0,0,5,0,106,7,41,19,0,0,38,0,8,0,36,2,1735.0
6297,0,0,5,0,114,7,40,15,0,0,39,0,8,0,1505,2,1848.0
6298,0,0,5,0,114,7,40,15,0,0,38,0,8,0,1617,4,1922.0
6299,0,1,5,0,114,7,41,18,0,0,38,0,8,0,1688,2,1953.0
6300,0,0,5,0,114,7,40,15,0,0,38,10,7,0,1717,0,1953.0
6301,0,0,5,0,115,7,40,15,0,0,39,1,8,0,1721,2,1970.0
6302,0,0,5,0,114,7,42,15,0,0,38,0,8,0,1737,4,1977.0
6303,0,0,5,0,114,7,40,15,0,0,39,1,7,0,1747,2,1977.0
6304,0,0,5,0,115,7,40,15,0,0,38,0,7,0,1750,0,1996.0
6305,0,0,5,0,114,7,43,19,0,0,39,0,7,0,1758,4,2147.0
6306,0,1,5,0,115,7,41,15,0,0,39,149,8,0,1765,2,2177.0
6307,0,0,5,0,114,7,40,61,0,0,39,139,7,0,1763,2,2120.0
6308,0,1,5,0,113,7,30,15,0,0,38,128,8,0,1773,2,2130.0
6309,0,0,5,0,115,7,40,19,0,0,39,128,8,0,1769,0,2132.0
6310,0,0,5,0,115,7,40,15,0,0,39,127,8,0,1776,0,2132.0
6311,0,1,5,0,113,7,40,15,0,0,39,125,8,0,1777,2,2138.0
6312,0,0,5,0,114,7,41,19,0,0,39,126,7,0,1778,2,2138.0
6313,0,0,5,0,113,7,40,15,0,0,39,125,8,0,1784,2,2137.0
6314,0,0,5,0,114,7,40,17,0,0,39,122,8,0,1785,0,2143.0
6315,0,1,5,0,114,7,40,15,0,0,39,122,7,0,1791,2,2014.0
6316,0,0,5,0,113,7,40,15,0,0,38,0,8,0,1786,2,2011.0
6317,0,0,5,0,115,7,40,18,0,0,38,0,7,0,1781,0,2011.0
6318,0,0,5,0,114,7,41,15,0,0,38,0,8,0,1783,0,2018.0
6319,0,0,5,0,114,7,40,17,0,0,39,0,8,0,1786,2,2019.0
6320,0,0,5,0,114,7,40,17,1,0,39,1,7,0,1786,2,2025.0
6321,0,0,5,0,115,7,42,15,0,0,39,10,7,0,1783,2,2031.0
6322,0,0,5,0,114,7,40,15,0,0,39,7,8,0,1794,2,2035.0
6323,0,0,5,0,115,7,40,18,0,0,39,7,7,0,1797,0,2032.0
6324,0,0,5,0,114,7,46,15,0,0,38,7,8,0,1790,2,2029.0
6325,0,0,5,0,114,7,40,16,0,0,38,7,7,0,1795,0,2030.0
6326,0,1,5,0,114,7,40,15,0,0,39,7,7,0,1795,0,2029.0
6327,0,1,5,0,115,7,30,15,0,0,39,7,8,0,1800,2,2043.0
6328,0,0,5,0,115,7,40,16,0,0,39,7,8,0,1806,0,2022.0
6329,0,0,5,0,114,7,40,15,0,0,38,7,8,0,1786,2,2031.0
6330,0,0,5,0,114,7,40,18,0,0,39,7,7,0,1790,4,2036.0
6331,0,1,5,0,114,7,40,15,0,0,38,7,7,0,1802,0,2186.0
6332,0,0,5,0,115,7,40,15,0,0,39,157,8,0,1798,2,2173.0
6333,0,0,5,0,114,7,40,19,0,0,39,140,7,0,1800,2,2152.0
6334,0,0,5,0,113,7,41,15,0,0,39,136,7,0,1789,0,2176.0
6335,0,0,5,0,115,7,40,19,1,0,38,135,8,0,1806,2,2170.0
6336,0,0,5,0,114,7,40,15,0,0,39,135,7,0,1808,0,360.0
6337,0,0,5,0,107,7,42,15,0,0,39,135,7,0,1,2,359.0
6338,0,1,5,0,107,7,40,18,0,0,38,133,7,0,1,2,354.0
6339,0,1,5,0,106,7,40,15,0,0,39,132,8,0,1,0,355.0
6340,0,0,5,0,107,7,44,15,0,0,39,131,7,0,0,0,356.0
6341,0,1,5,0,106,7,40,19,0,0,38,132,7,0,1,0,351.0
6342,0,0,5,0,107,7,40,15,0,0,39,130,7,0,1,0,342.0
6343,0,0,5,0,106,7,31,15,0,0,39,131,7,0,1,0,354.0
6344,0,0,5,0,107,7,40,18,0,0,39,130,7,0,1,0,353.0
6345,0,0,5,0,107,7,40,15,0,0,38,130,8,0,1,2,356.0
6346,0,0,5,0,106,7,40,19,0,0,39,129,8,0,1,2,351.0
6347,0,0,5,0,106,7,41,15,0,0,39,129,8,0,1,0,353.0
6348,0,0,5,0,107,7,40,15,0,0,39,129,8,0,1,2,355.0
6349,0,2,5,0,106,7,40,19,0,0,39,127,7,0,1,2,348.0
6350,0,1,5,0,107,7,41,15,0,0,38,125,8,0,1,0,344.0
6351,0,0,5,0,106,7,40,15,0,0,38,123,7,0,1,2,225.0
6352,0,0,5,0,105,7,40,19,0,0,39,0,7,0,1,2,223.0
6353,0,0,5,0,107,7,41,15,0,0,38,0,7,0,1,2,259.0
6354,0,0,5,0,106,7,40,15,0,0,38,0,7,0,41,0,261.0
6355,0,0,5,0,106,7,40,19,0,0,39,1,7,0,37,0,263.0
6356,0,1,5,0,106,7,42,15,0,0,39,1,7,0,38,2,261.0
6357,0,0,5,0,106,7,40,19,0,0,38,0,8,0,38,0,259.0
6358,0,0,5,0,105,7,40,15,0,0,39,0,8,0,38,2,262.0
6359,0,0,5,0,104,7,47,15,0,0,39,0,7,0,38,0,264.0
6360,0,0,5,0,105,7,40,19,0,0,38,1,8,0,37,4,256.0
6361,0,0,5,0,104,7,40,15,0,0,38,0,8,0,37,2,262.0
6362,0,1,5,0,107,7,40,15,0,0,38,0,7,0,38,4,261.0
6363,0,1,5,0,106,7,41,19,0,0,38,0,7,0,37,0,256.0
6364,0,0,5,0,106,7,40,15,0,0,39,0,7,0,37,0,258.0
6365,0,0,5,0,106,7,40,15,0,0,38,0,7,0,38,2,262.0
6366,0,0,5,0,106,7,41,19,0,0,39,0,7,0,38,0,259.0
6367,0,0,5,0,107,7,40,15,1,0,39,1,7,0,37,0,261.0
6368,0,0,5,0,107,7,40,19,0,0,38,0,8,0,37,0,261.0
6369,0,0,5,0,108,7,41,15,0,0,39,1,7,0,38,0,258.0
6370,0,0,5,0,106,7,40,15,0,0,39,0,8,0,38,0,263.0
6371,0,0,5,0,106,7,40,19,0,0,39,0,7,0,38,2,262.0
6372,0,1,5,0,106,7,42,15,1,0,39,0,7,0,37,2,259.0
6373,0,0,5,0,106,7,40,15,0,0,39,0,8,0,37,2,263.0
6374,0,1,5,0,106,7,40,19,0,0,38,0,8,0,37,2,262.0
6375,0,0,5,0,106,7,45,15,0,0,38,0,8,0,38,0,258.0
6376,0,0,5,0,106,7,41,15,0,0,39,0,7,0,38,0,258.0
6377,0,0,5,0,106,7,40,19,0,0,38,0,7,0,36,0,248.0
6378,0,0,5,0,106,7,30,15,0,0,39,0,8,0,38,0,263.0
6379,0,0,5,0,106,7,40,19,0,0,38,0,8,0,38,2,256.0
6380,0,1,5,0,106,7,40,15,0,0,38,0,7,0,37,0,259.0
6381,0,1,5,0,106,7,40,15,0,0,39,0,7,0,37,2,401.0
6382,0,0,5,0,106,7,41,19,0,0,38,140,7,0,36,2,1747.0
6383,0,0,5,0,114,7,40,15,0,0,38,140,8,0,1376,4,1979.0
6384,0,0,5,0,114,7,40,15,0,0,39,128,7,0,1624,0,2062.0
6385,0,0,5,0,114,7,41,18,0,0,39,127,8,0,1703,0,2082.0
6386,0,0,5,0,115,7,40,15,0,0,39,126,8,0,1727,0,2099.0
6387,0,0,5,0,114,7,40,15,0,0,39,125,8,0,1746,0,2074.0
6388,0,0,5,0,115,7,42,18,0,0,39,125,8,0,1715,0,2090.0
6389,0,1,5,0,115,7,40,15,0,0,38,122,8,0,1735,4,2094.0
6390,0,1,5,0,114,7,40,15,0,0,38,123,7,0,1744,0,2151.0
6391,0,0,5,0,116,7,43,62,0,0,38,122,8,0,1750,0,2032.0
6392,0,0,5,0,115,7,41,62,0,0,39,0,8,0,1755,0,1996.0
6393,0,1,5,0,115,7,40,15,0,0,38,1,7,0,1765,2,1994.0
6394,0,0,5,0,115,7,30,19,0,0,38,0,8,0,1770,2,1999.0
6395,0,0,5,0,114,7,40,15,0,0,38,0,7,0,1771,2,1999.0
6396,0,0,5,0,115,7,40,15,0,0,38,0,7,0,1770,2,2008.0
6397,0,0,5,0,114,7,40,19,0,0,38,0,8,0,1773,4,2005.0
6398,0,0,5,0,114,7,40,15,0,0,38,0,8,0,1778,0,2006.0
6399,0,0,5,0,114,7,40,19,0,0,38,0,7,0,1774,2,2007.0
6400,0,0,5,0,114,7,40,15,0,0,38,0,7,0,1781,0,2008.0
6401,0,1,5,0,114,7,40,15,0,0,39,0,7,0,1778,2,2016.0
6402,0,1,5,0,114,7,40,18,0,0,39,0,7,0,1785,0,2015.0
6403,0,0,5,0,114,7,40,15,0,0,39,0,8,0,1785,2,2005.0
6404,0,0,5,0,114,7,41,15,0,0,38,0,7,0,1776,2,2013.0
6405,0,1,5,0,114,7,40,15,0,0,38,0,7,0,1784,2,2025.0
6406,0,0,5,0,114,7,40,19,0,0,39,0,8,0,1791,2,2024.0
6407,0,0,5,0,114,7,42,15,0,0,39,0,8,0,1792,2,2018.0
6408,0,1,5,0,114,7,40,15,0,0,38,0,8,0,1790,0,2028.0
6409,0,0,5,0,114,7,40,19,0,0,38,7,7,0,1789,2,2028.0
6410,0,0,5,0,115,7,44,15,0,0,39,0,7,0,1794,2,2024.0
6411,0,1,5,0,114,7,40,18,0,0,38,0,7,0,1792,2,2027.0
6412,0,0,5,0,114,7,40,19,0,0,39,0,8,0,1795,0,2013.0
6413,0,1,5,0,114,7,30,15,0,0,38,0,8,0,1795,0,2030.0
6414,0,1,5,0,115,7,40,15,0,0,38,0,7,0,1800,2,2032.0
6415,0,1,5,0,114,7,40,19,0,0,38,0,7,0,1801,0,2023.0
6416,0,0,5,0,113,7,40,15,0,0,38,0,8,0,1797,0,2024.0
6417,0,0,5,0,114,7,40,15,0,0,38,0,7,0,1798,0,2033.0
6418,0,0,5,0,114,7,40,18,0,0,39,0,7,0,1801,2,2032.0
6419,0,1,5,0,113,7,40,17,0,0,38,0,8,0,1803,0,2038.0
6420,0,0,5,0,114,7,41,15,0,0,39,0,7,0,1808,2,2037.0
6421,0,0,5,0,114,7,40,19,0,0,38,0,7,0,1805,2,2029.0
6422,0,0,5,0,114,7,40,15,0,0,38,0,7,0,1801,2,2157.0
6423,0,0,5,0,115,7,42,15,0,0,39,126,7,0,1801,0,2182.0
6424,0,1,5,0,114,7,40,16,0,0,39,141,7,0,1810,2,2172.0
6425,0,0,5,0,113,7,40,19,0,0,38,131,8,0,1809,2,351.0
6426,0,0,5,0,106,7,43,15,0,0,38,127,7,0,1,2,350.0
6427,0,0,5,0,107,7,40,15,0,0,38,127,8,0,1,2,350.0
6428,0,1,5,0,106,7,40,18,0,0,39,125,8,0,1,0,337.0
6429,0,0,5,0,107,7,30,15,0,0,38,126,8,0,1,0,347.0
6430,0,1,5,0,107,7,40,15,0,0,38,124,7,0,1,2,349.0
6431,0,1,5,0,106,7,40,19,0,0,39,124,7,0,1,0,344.0
6432,0,0,5,0,106,7,40,15,0,0,39,122,7,0,1,2,227.0
6433,0,1,5,0,107,7,41,15,0,0,39,1,8,0,1,2,225.0
6434,0,0,5,0,106,7,40,19,0,0,38,0,7,0,1,2,220.0
6435,0,1,5,0,106,7,40,15,0,0,38,0,7,0,1,0,223.0
6436,0,1,5,0,106,7,41,15,0,0,38,0,7,0,1,2,221.0
6437,0,0,5,0,106,7,40,16,0,0,38,0,8,0,1,0,222.0
6438,0,0,5,0,106,7,40,15,0,0,38,1,7,0,1,2,220.0
6439,0,0,5,0,106,7,41,15,0,0,38,0,7,0,1,0,221.0
6440,0,1,5,0,105,7,40,15,0,0,39,0,7,0,0,2,222.0
6441,0,0,5,0,106,7,40,15,0,0,39,0,7,0,1,2,261.0
6442,0,0,5,0,106,7,42,15,0,0,38,0,7,0,41,0,260.0
6443,0,0,5,0,106,7,40,16,0,0,38,0,8,0,38,2,265.0
6444,0,0,5,0,106,7,40,19,0,0,39,0,7,0,38,4,264.0
6445,0,1,5,0,105,7,45,15,0,0,39,0,8,0,37,2,257.0
6446,0,1,5,0,106,7,40,15,0,0,38,0,8,0,37,0,261.0
6447,0,1,5,0,107,7,40,18,0,0,38,0,7,0,36,2,248.0
6448,0,0,5,0,106,7,30,15,0,0,39,0,7,0,37,2,258.0
6449,0,0,5,0,106,7,40,15,0,0,39,0,7,0,37,2,261.0
6450,0,1,5,0,105,7,40,15,0,0,39,0,8,0,37,4,258.0
6451,0,1,5,0,106,7,40,15,0,0,39,0,7,0,36,2,257.0
6452,0,0,5,0,105,7,40,15,0,0,38,0,7,0,36,4,260.0
6453,0,0,5,0,106,7,40,18,0,0,39,0,7,0,38,0,255.0
6454,0,0,5,0,106,7,40,15,0,0,38,0,7,0,37,0,255.0
6455,0,0,5,0,104,7,41,15,0,0,39,0,7,0,37,0,259.0
6456,0,0,5,0,105,7,40,15,0,0,39,1,8,0,37,2,263.0
6457,0,0,5,0,107,7,40,18,0,0,38,0,8,0,38,2,259.0
6458,0,0,5,0,106,7,42,15,0,0,39,0,8,0,37,0,259.0
6459,0,0,5,0,107,7,40,15,0,0,39,0,8,0,36,2,264.0
6460,0,0,5,0,106,7,40,18,0,0,39,1,8,0,38,2,265.0
6461,0,1,5,0,105,7,44,17,0,0,39,0,8,0,37,2,258.0
6462,0,0,5,0,106,7,40,15,0,0,38,0,8,0,37,2,259.0
6463,0,0,5,0,106,7,40,18,0,0,38,0,7,0,36,2,250.0
6464,0,1,5,0,106,7,30,15,0,0,39,0,7,0,38,2,256.0
6465,0,0,5,0,105,7,40,15,0,0,38,0,7,0,37,2,256.0
6466,0,0,5,0,106,7,40,16,0,0,39,0,7,0,36,0,263.0
6467,0,1,5,0,107,7,40,19,0,0,38,0,7,0,37,2,257.0
6468,0,1,5,0,105,7,41,15,0,0,38,0,7,0,36,2,1698.0
6469,0,1,5,0,115,7,40,15,0,0,39,1,7,0,1466,2,2031.0
6470,0,0,5,0,114,7,40,18,0,0,38,151,7,0,1651,0,2079.0
6471,0,0,5,0,115,7,41,16,0,0,39,134,8,0,1712,2,2093.0
6472,0,1,5,0,115,7,40,15,0,0,38,129,8,0,1735,0,2115.0
6473,0,1,5,0,115,7,40,19,0,0,38,128,8,0,1754,0,2088.0
6474,0,0,5,0,114,7,41,15,0,0,38,125,8,0,1733,2,2099.0
6475,0,1,5,0,115,7,40,15,0,0,39,126,8,0,1741,2,2103.0
6476,0,0,5,0,115,7,40,15,0,0,39,124,8,0,1750,0,2113.0
6477,0,0,5,0,115,7,42,15,0,0,39,124,7,0,1759,0,2116.0
6478,0,0,5,0,115,7,40,15,0,0,38,123,7,0,1766,0,2123.0
6479,0,0,5,0,114,7,40,15,0,0,39,124,7,0,1770,2,2131.0
