,BME,CDE,DWE,FGE,FRE,HPE,TVE,all_P
5104,7,0,0,0,104,36,39,186
5105,7,0,0,0,104,36,39,186
5106,7,0,0,0,104,36,38,185
5107,7,0,0,0,104,36,38,185
5108,7,0,0,0,104,37,39,187
5109,7,0,0,0,104,37,38,186
5110,7,1,0,0,104,37,38,187
5111,7,0,0,144,103,36,39,329
5112,7,0,0,138,104,37,38,324
5113,7,0,0,128,104,37,38,314
5114,7,0,0,127,103,37,38,312
5115,7,0,0,125,103,37,38,310
5116,7,0,0,125,104,36,39,311
5117,7,0,0,124,105,36,38,310
5118,7,0,0,122,104,36,38,307
5119,7,0,0,122,113,1437,38,1717
5120,7,0,0,122,113,1626,39,1907
5121,7,0,0,0,113,1714,39,1873
5122,7,0,0,0,114,1720,38,1879
5123,7,0,0,0,113,1733,38,1891
5124,7,1,0,0,114,1751,37,1910
5125,7,0,0,0,114,1757,38,1916
5126,7,0,0,0,115,1767,39,1928
5127,7,0,0,0,115,1770,38,1930
5128,7,0,0,0,113,1774,39,1933
5129,7,0,0,0,113,1778,39,1937
5130,7,1,0,0,115,1782,38,1943
5131,7,0,0,0,114,1781,38,1940
5132,7,0,0,0,114,1789,38,1948
5133,7,0,0,0,114,1787,39,1947
5134,7,1,0,0,113,1793,38,1952
5135,7,1,0,7,114,1789,38,1956
5136,7,0,0,0,113,1794,38,1952
5137,7,0,0,0,114,1791,38,1950
5138,7,0,0,0,113,1797,39,1956
5139,7,0,0,0,113,1793,38,1951
5140,7,1,0,1,114,1794,39,1956
5141,7,0,0,0,114,1797,38,1956
5142,7,0,0,0,113,1800,38,1958
5143,7,1,0,0,114,1801,38,1961
5144,7,1,0,0,113,1798,39,1958
5145,7,0,0,0,113,1799,38,1957
5146,7,0,0,0,113,1802,40,1962
5147,7,0,0,0,113,1801,39,1960
5148,7,0,0,0,113,1802,39,1961
5149,7,0,0,0,112,1799,38,1956
5150,7,1,0,0,113,1800,38,1959
5151,7,0,0,144,113,1801,39,2104
5152,7,1,0,131,113,1799,39,2090
5153,7,0,0,127,112,1799,38,2083
5154,7,1,0,126,112,1805,38,2089
5155,7,0,0,125,112,1802,38,2084
5156,7,0,0,124,114,1807,38,2090
5157,7,0,0,125,114,1806,39,2091
5158,7,1,0,126,112,1802,38,2086
5159,7,1,0,127,106,175,38,454
5160,7,2,0,127,106,1,38,281
5161,7,0,0,7,106,1,38,159
5162,7,0,0,7,106,1,38,159
5163,7,0,0,7,106,1,38,159
5164,7,0,0,7,106,1,38,159
5165,7,0,0,7,105,1,39,159
5166,7,0,0,7,104,1,38,157
5167,7,0,0,7,103,1,38,156
5168,7,0,0,7,106,1,38,159
5169,7,0,0,7,104,1,38,157
5170,7,0,0,7,104,1,38,157
5171,7,1,0,149,105,1,38,301
5172,7,0,0,137,103,1,38,286
5173,7,0,0,135,103,0,38,283
5174,7,0,0,134,104,1,38,284
5175,7,0,0,133,104,38,38,320
5176,7,0,0,132,104,38,39,320
5177,7,0,0,132,104,38,38,319
5178,7,0,0,131,105,37,38,318
5179,7,0,0,131,105,37,38,318
5180,7,0,0,130,106,36,39,318
5181,7,1,0,130,103,37,39,317
5182,7,0,0,129,104,36,39,315
5183,7,0,0,129,104,37,39,316
5184,7,1,0,132,104,37,38,319
5185,7,1,0,126,104,36,38,312
5186,7,0,0,124,103,38,38,310
5187,7,0,0,122,103,37,38,307
5188,7,0,0,1,104,36,38,186
5189,7,0,0,0,114,1367,38,1526
5190,7,0,0,0,114,1580,38,1739
5191,7,1,0,0,114,1658,38,1818
5192,7,0,0,0,114,1709,39,1869
5193,7,0,0,0,114,1736,39,1896
5194,7,0,0,0,114,1745,39,1905
5195,7,1,0,0,115,1754,38,1915
5196,7,0,0,0,114,1754,38,1913
5197,7,0,0,0,113,1769,39,1928
5198,7,1,0,0,114,1774,38,1934
5199,7,0,0,0,114,1775,38,1934
5200,7,0,0,0,114,1776,38,1935
5201,7,1,0,0,114,1786,38,1946
5202,7,1,0,0,113,1789,38,1948
5203,7,0,0,0,113,1786,39,1945
5204,7,0,0,0,113,1789,38,1947
5205,7,0,0,0,115,1789,38,1949
5206,7,0,0,0,113,1791,38,1949
5207,7,1,0,0,113,1791,38,1950
5208,7,0,0,0,113,1790,38,1948
5209,7,0,0,0,114,1797,38,1956
5210,7,0,0,0,114,1798,38,1957
5211,7,0,0,0,113,1795,38,1953
5212,7,0,0,0,114,1791,39,1951
5213,7,0,0,0,115,1801,38,1961
5214,7,0,0,0,114,1800,38,1959
5215,7,0,0,0,114,1800,38,1959
5216,7,1,0,0,114,1806,38,1966
5217,7,0,0,143,113,1803,38,2104
5218,7,0,0,138,114,1800,38,2097
5219,7,0,0,128,114,1800,39,2088
5220,7,0,0,127,114,1806,39,2093
5221,7,0,0,126,114,1807,38,2092
5222,7,0,0,124,114,1803,39,2087
5223,7,0,0,126,114,1802,38,2087
5224,7,1,0,123,107,1,38,277
5225,7,0,0,123,107,1,38,276
5226,7,1,0,122,106,1,38,275
5227,7,0,0,1,106,1,38,153
5228,7,1,0,0,105,1,38,152
5229,7,0,0,0,106,1,38,152
5230,7,1,0,0,106,1,38,153
5231,7,0,0,0,105,1,39,152
5232,7,0,0,0,105,1,38,151
5233,7,0,0,1,104,1,39,152
5234,7,0,0,0,105,1,39,152
5235,7,0,0,0,104,1,38,150
5236,7,0,0,0,104,1,38,150
5237,7,1,0,0,104,1,38,151
5238,7,1,0,0,105,1,39,153
5239,7,1,0,0,105,38,38,189
5240,7,0,0,0,103,37,39,186
5241,7,1,0,0,104,38,38,188
5242,7,0,0,0,105,37,39,188
5243,7,0,0,0,104,36,38,185
5244,7,1,0,10,104,36,38,196
5245,7,0,0,7,105,37,39,195
5246,7,0,0,0,105,37,38,187
5247,7,1,0,0,104,36,38,186
5248,7,0,0,0,105,37,38,187
5249,7,0,0,0,105,36,38,186
5250,7,1,0,0,105,36,39,188
5251,7,0,0,0,106,36,39,188
5252,7,0,0,0,113,1324,38,1482
5253,7,0,0,1,114,1575,38,1735
5254,7,0,0,1,114,1696,38,1856
5255,7,0,0,0,114,1726,38,1885
5256,7,1,0,146,113,1736,39,2042
5257,7,0,0,138,113,1747,39,2044
5258,7,1,0,128,113,1763,40,2052
5259,7,0,0,127,114,1767,38,2053
5260,7,0,0,126,113,1781,38,2065
5261,7,0,0,125,114,1789,39,2074
5262,7,0,0,124,114,1791,38,2074
5263,7,0,0,125,112,1794,39,2077
5264,6,0,0,122,111,1786,38,2063
5265,7,1,0,121,113,1784,39,2065
5266,7,0,0,0,114,1798,38,1957
5267,7,0,0,0,115,1787,38,1947
5268,7,0,0,0,113,1798,38,1956
5269,7,0,0,0,113,1790,39,1949
5270,7,0,0,0,114,1797,37,1955
5271,7,1,0,0,114,1808,39,1969
5272,7,0,0,0,114,1789,38,1948
5273,7,0,0,0,114,1798,38,1957
5274,7,0,0,1,114,1808,39,1969
5275,7,0,0,0,115,1813,39,1974
5276,7,0,0,0,113,1809,39,1968
5277,7,0,0,0,113,1809,39,1968
5278,7,1,0,0,106,1,38,153
5279,7,0,0,0,107,1,39,154
5280,7,1,0,0,107,0,39,154
5281,7,1,0,0,106,1,38,153
5282,7,1,0,0,106,1,38,153
5283,7,0,0,0,107,1,38,153
5284,7,0,0,1,105,1,39,153
5285,7,1,0,0,106,1,38,153
5286,7,0,0,0,104,1,39,151
5287,7,0,0,1,105,1,38,152
5288,7,0,0,0,106,1,38,152
5289,7,0,0,0,104,1,38,150
5290,7,0,0,0,105,1,38,151
5291,7,0,0,1,105,1,38,152
5292,7,0,0,0,103,1,38,149
5293,7,0,0,0,103,1,38,149
5294,7,0,0,0,105,1,39,152
5295,7,1,0,0,103,1,38,150
5296,7,1,0,0,105,38,38,189
5297,7,0,0,0,104,38,38,187
5298,7,1,0,0,104,37,38,187
5299,7,1,0,0,104,37,38,187
5300,7,1,0,143,104,37,39,331
5301,7,0,0,138,104,38,38,325
5302,7,0,0,129,105,37,39,317
5303,7,1,0,126,104,37,38,313
5304,7,0,0,126,104,36,39,312
5305,7,0,0,130,105,36,39,317
5306,7,0,0,127,103,37,39,313
5307,7,0,0,124,104,36,38,309
5308,7,0,0,123,105,37,39,311
5309,7,0,0,122,104,37,39,309
5310,7,0,0,0,104,36,38,185
5311,7,0,0,0,104,35,39,185
5312,7,0,0,0,105,37,38,187
5313,7,0,0,0,104,37,39,187
5314,7,0,0,0,104,37,39,187
5315,7,0,0,0,104,36,39,186
5316,7,0,0,0,105,37,39,188
5317,7,0,0,0,104,36,39,186
5318,7,0,0,0,104,37,38,186
5319,7,0,0,0,103,37,38,185
5320,7,2,0,0,103,36,38,186
5321,7,0,0,0,104,36,38,185
5322,7,1,0,0,105,37,39,189
5323,7,0,0,0,106,36,39,188
5324,7,1,0,0,106,37,38,189
5325,7,1,0,0,106,37,39,190
5326,7,0,0,7,104,37,39,194
5327,7,0,0,7,106,38,39,197
5328,7,0,0,7,105,37,38,194
5329,7,0,0,7,104,37,39,194
5330,7,1,0,7,105,37,39,196
5331,7,1,0,7,104,36,39,194
5332,7,0,0,7,107,36,39,196
5333,7,0,0,150,106,37,38,338
5334,7,1,0,138,104,37,38,325
5335,7,0,0,137,115,1352,38,1649
5336,7,0,0,135,115,1596,38,1891
5337,7,1,0,134,114,1670,38,1964
5338,7,1,0,133,114,1713,38,2006
5339,7,0,0,132,114,1738,38,2029
5340,7,0,0,132,114,1747,38,2038
5341,7,0,0,132,114,1749,39,2041
5342,7,0,0,131,115,1752,38,2043
5343,7,1,0,131,114,1767,39,2059
5344,7,1,0,130,115,1773,38,2064
5345,7,0,0,130,114,1773,38,2062
5346,7,0,0,129,115,1777,38,2066
5347,7,0,0,129,114,1777,38,2065
5348,7,1,0,129,114,1781,39,2071
5349,7,1,0,128,114,1787,38,2075
5350,7,0,0,128,112,1795,37,2079
5351,7,0,0,8,113,1801,38,1967
5352,7,1,0,8,113,1790,38,1957
5353,7,1,0,11,114,1784,38,1955
5354,7,0,0,1,113,1790,38,1949
5355,7,0,0,1,114,1806,38,1966
5356,7,0,0,1,113,1794,38,1953
5357,7,0,0,1,113,1798,38,1957
5358,7,0,0,1,113,1799,38,1958
5359,7,0,0,0,115,1801,38,1961
5360,7,1,0,0,108,1,39,156
5361,7,0,0,0,106,1,38,152
5362,7,1,0,1,107,0,38,154
5363,7,0,0,1,106,1,38,153
5364,7,0,0,0,106,1,38,152
5365,7,0,0,146,106,1,39,299
5366,7,0,0,131,106,1,39,284
5367,7,0,0,128,106,0,38,279
5368,7,1,0,127,106,1,39,281
5369,7,0,0,125,106,0,39,277
5370,7,1,0,125,105,0,38,276
5371,7,0,0,123,105,0,38,273
5372,7,1,0,203,106,1,38,356
5373,7,0,0,122,105,1,39,274
5374,7,0,0,0,106,1,39,153
5375,7,0,0,0,105,1,39,152
5376,7,0,0,0,104,1,38,150
5377,7,1,0,0,106,1,39,154
5378,7,0,0,0,103,41,38,189
5379,7,1,0,0,104,37,38,187
5380,7,1,0,0,104,37,39,188
5381,7,1,0,0,104,36,38,186
5382,7,0,0,0,105,37,38,187
5383,7,0,0,0,104,37,39,187
5384,7,0,0,0,104,37,38,186
5385,7,0,0,0,104,37,39,187
5386,7,1,0,0,105,36,38,187
5387,7,1,0,0,103,36,39,186
5388,7,0,0,0,104,36,37,184
5389,7,0,0,0,103,36,38,184
5390,7,0,0,0,104,36,39,186
5391,7,0,0,0,105,37,38,187
5392,7,0,0,0,104,37,39,187
5393,7,0,0,0,104,36,38,185
5394,7,0,0,1,103,36,38,185
5395,7,0,0,0,104,38,38,187
5396,7,0,0,1,104,37,38,187
5397,7,0,0,1,104,36,38,186
5398,7,1,0,0,104,37,39,188
5399,7,0,0,1,104,36,40,188
5400,7,0,0,0,104,37,38,186
5401,7,1,0,0,105,37,39,189
5402,7,0,0,1,105,38,38,189
5403,7,0,0,0,104,37,38,186
5404,7,0,0,0,103,36,38,184
5405,7,0,0,0,104,37,38,186
5406,7,0,0,0,105,37,38,187
5407,7,0,0,0,105,37,38,187
5408,7,0,0,143,104,37,38,329
5409,7,0,0,138,105,35,39,324
5410,7,1,0,130,106,36,38,318
5411,7,1,0,127,104,36,38,313
5412,7,0,0,127,105,36,38,313
5413,7,0,0,128,106,37,38,316
5414,7,0,0,127,105,36,39,314
5415,7,0,0,125,105,36,38,311
5416,7,1,0,123,106,37,38,312
5417,7,0,0,122,106,37,38,310
5418,7,0,0,0,106,37,38,188
5419,7,0,0,1,106,38,38,190
5420,7,0,0,0,105,37,38,187
5421,7,0,0,1,106,37,39,190
5422,7,0,0,80,105,36,38,266
5423,7,0,0,0,105,36,39,187
5424,7,1,0,84,103,37,38,270
5425,7,1,0,0,105,37,39,189
5426,7,0,0,0,105,36,39,187
5427,7,0,0,7,104,37,38,193
5428,7,0,0,7,104,36,38,192
5429,7,0,0,7,104,36,39,193
5430,7,1,0,7,106,36,38,195
5431,7,0,0,7,103,36,38,191
5432,7,1,0,7,104,37,39,195
5433,7,1,0,7,107,36,38,196
5434,7,0,0,7,104,37,38,193
5435,7,1,0,153,104,37,39,341
5436,7,0,0,144,104,37,39,331
5437,7,0,0,137,105,37,38,324
5438,7,0,0,136,106,35,38,322
5439,7,0,0,135,104,36,39,321
5440,7,1,0,134,104,37,39,322
5441,7,0,0,134,104,35,38,318
5442,7,0,0,133,104,36,38,318
5443,7,0,0,132,104,35,39,317
5444,7,0,0,132,104,36,39,318
5445,7,1,0,132,105,36,38,319
5446,7,0,0,132,104,37,38,318
5447,7,1,0,130,104,36,38,316
5448,7,1,0,130,105,37,39,319
5449,7,0,0,129,104,35,38,313
5450,7,1,0,129,104,37,38,316
5451,8,0,0,129,106,36,38,317
5452,7,0,0,129,105,36,39,316
5453,7,0,0,128,105,37,39,316
5454,7,0,0,7,104,37,38,193
5455,7,1,0,7,105,36,39,195
5456,7,1,0,10,104,36,39,197
5457,7,0,0,0,104,36,39,186
5458,7,0,0,0,103,37,39,186
5459,7,0,0,0,104,37,38,186
5460,7,0,0,0,105,36,38,186
5461,8,0,0,1,104,36,38,187
5462,7,0,0,1,105,35,38,186
5463,7,0,0,0,104,36,38,185
5464,7,0,0,0,103,36,38,184
5465,7,0,0,0,104,36,38,185
5466,7,0,0,0,105,36,38,186
5467,7,0,0,145,104,35,38,329
5468,7,0,0,140,103,36,38,324
5469,7,0,0,128,103,36,38,312
5470,7,2,0,126,105,36,38,314
5471,8,2,0,126,105,37,39,317
5472,7,0,0,125,103,35,39,309
5473,7,1,0,123,103,35,38,307
5474,7,0,0,122,104,37,39,309
5475,7,0,0,122,104,35,38,306
5476,7,1,0,121,104,35,38,306
5477,7,0,0,0,104,36,39,186
5478,7,1,0,1,104,35,38,186
5479,7,0,0,0,104,36,39,186
5480,7,0,0,0,104,38,38,187
5481,7,1,0,0,104,35,38,185
5482,7,0,0,1,104,36,39,187
5483,7,0,0,0,104,37,39,187
5484,7,0,0,0,104,35,39,185
5485,7,0,0,0,104,36,38,185
5486,7,1,0,0,105,36,38,187
5487,7,0,0,1,104,36,39,187
5488,7,0,0,0,103,36,38,184
5489,7,0,0,0,104,37,39,187
5490,7,0,0,0,105,36,39,187
5491,7,0,0,0,104,35,39,185
5492,7,0,0,1,104,36,38,186
5493,7,0,0,1,104,37,39,188
5494,8,1,0,1,105,37,39,191
5495,8,0,0,1,105,38,39,191
5496,8,0,0,1,105,36,38,188
5497,8,1,0,1,105,35,39,189
5498,8,0,0,1,105,38,39,191
5499,8,0,0,1,105,37,39,190
5500,7,0,0,1,103,37,38,186
5501,7,0,0,0,104,36,38,185
5502,7,0,0,0,104,36,38,185
5503,7,2,0,0,104,36,39,188
5504,7,0,0,0,114,1378,39,1538
5505,7,0,0,0,115,1593,39,1754
5506,7,0,0,1,114,1672,38,1832
5507,7,0,0,0,114,1712,38,1871
5508,7,0,0,0,113,1730,38,1888
5509,7,0,0,1,115,1730,38,1891
5510,7,0,0,0,114,1746,38,1905
5511,7,1,0,144,113,1762,39,2066
5512,7,0,0,133,113,1769,38,2060
5513,7,2,0,127,113,1776,38,2063
5514,7,0,0,128,113,1779,38,2065
5515,7,0,0,127,113,1782,38,2067
5516,7,0,0,127,114,1791,39,2078
5517,7,0,0,129,113,1791,38,2078
5518,7,1,0,125,115,1789,39,2076
5519,7,0,0,123,115,1800,38,2083
5520,7,0,0,122,114,1794,39,2076
5521,7,0,0,1,113,1814,39,1974
5522,7,0,0,1,114,1816,39,1977
5523,7,0,0,0,114,1816,38,1975
5524,7,1,0,1,107,1,38,155
5525,7,0,0,0,107,1,38,153
5526,7,0,0,0,106,1,38,152
5527,7,1,0,0,106,1,39,154
5528,7,0,0,0,107,1,37,152
5529,7,0,0,1,106,1,39,154
5530,7,1,0,0,105,1,38,152
5531,7,0,0,0,106,1,38,152
5532,7,0,0,0,104,1,38,150
5533,7,0,0,1,104,1,38,151
5534,7,0,0,0,106,1,38,152
5535,7,1,0,0,104,1,38,151
5536,7,0,0,0,105,1,39,152
5537,7,0,0,1,104,0,39,151
5538,7,0,0,0,104,1,38,150
5539,7,1,0,1,105,1,38,153
5540,7,0,0,0,104,1,38,150
5541,7,1,0,0,104,38,39,189
5542,7,0,0,1,104,38,38,188
5543,7,0,0,1,105,38,38,189
5544,7,1,0,0,106,37,39,190
5545,7,0,0,1,105,38,38,189
5546,7,1,0,0,106,37,39,190
5547,7,0,0,1,105,36,38,187
5548,7,1,0,1,104,38,38,189
5549,7,0,0,1,105,38,38,189
5550,7,0,0,0,106,37,38,188
5551,7,0,0,0,104,37,39,187
5552,7,0,0,0,106,37,38,188
5553,7,0,0,147,105,37,38,334
5554,7,1,0,134,106,36,38,322
5555,7,0,0,212,105,38,38,400
5556,7,1,0,127,105,36,39,315
5557,7,1,0,207,104,37,38,394
5558,7,1,0,127,105,36,38,314
5559,7,0,0,128,104,36,38,313
5560,7,1,0,128,104,38,38,316
5561,7,0,0,130,105,37,38,317
5562,7,0,0,130,104,36,38,315
5563,7,0,0,130,104,37,39,317
5564,7,0,0,129,104,37,38,315
5565,7,0,0,7,103,38,39,194
5566,7,0,0,7,105,38,38,195
5567,7,0,0,7,104,38,38,194
5568,7,1,0,7,104,37,38,194
5569,7,0,0,7,104,37,39,194
5570,7,0,0,7,104,38,38,194
5571,7,0,0,7,104,37,38,193
5572,7,1,0,7,103,36,38,192
5573,7,0,0,7,104,36,38,192
5574,7,0,0,149,104,37,39,336
5575,7,0,0,137,104,36,38,322
5576,7,0,0,137,104,38,38,324
5577,7,2,0,136,104,37,38,324
5578,7,0,0,134,103,37,38,319
5579,7,0,0,134,106,37,38,322
5580,7,0,0,133,104,37,39,320
5581,7,0,0,132,103,37,39,318
5582,7,0,0,132,104,37,38,318
5583,7,0,0,132,105,38,39,321
5584,7,0,0,131,105,36,38,317
5585,7,0,0,130,104,38,39,318
5586,7,0,0,129,104,38,38,316
5587,7,0,0,130,104,37,39,317
5588,7,0,0,129,104,37,39,316
5589,7,0,0,128,103,36,38,312
5590,7,0,0,130,104,36,38,315
5591,7,0,0,128,105,37,38,315
5592,7,0,0,128,105,35,39,314
5593,7,0,0,7,104,37,38,193
5594,7,0,0,7,104,37,38,193
5595,7,1,0,7,105,38,38,196
5596,7,0,0,0,105,38,39,189
5597,7,0,0,0,104,38,39,188
5598,7,0,0,1,104,37,39,188
5599,7,0,0,0,104,36,38,185
5600,7,0,0,0,104,37,38,186
5601,7,0,0,0,105,36,39,187
5602,7,1,0,0,105,36,38,187
5603,7,0,0,0,104,37,38,186
5604,7,0,0,0,104,37,38,186
5605,7,0,0,144,105,38,39,333
5606,7,1,0,130,104,36,38,316
5607,7,0,0,129,105,37,39,317
5608,7,1,0,127,104,37,38,314
5609,7,1,0,125,104,37,38,312
5610,7,0,0,125,104,37,38,311
5611,7,0,0,123,104,37,38,309
5612,7,0,0,122,104,37,38,308
5613,7,0,0,122,104,36,39,308
5614,7,0,0,0,104,36,39,186
5615,7,0,0,0,104,38,39,188
5616,7,0,0,0,104,38,39,188
5617,7,0,0,0,104,37,39,187
5618,7,0,0,0,104,37,39,187
5619,7,1,0,0,104,36,38,186
5620,7,0,0,0,104,38,39,188
5621,7,1,0,0,104,37,38,187
5622,7,0,0,0,104,37,39,187
5623,7,0,0,0,104,36,38,185
5624,7,0,0,0,105,38,38,188
5625,7,0,0,0,104,37,39,187
5626,7,1,0,0,104,36,39,187
5627,7,1,0,0,104,35,38,185
5628,7,0,0,0,104,37,38,186
5629,7,0,0,0,104,36,39,186
5630,7,0,0,0,104,36,39,186
5631,7,0,0,0,104,38,39,188
5632,7,0,0,0,104,37,38,186
5633,7,0,0,1,105,36,38,187
5634,7,0,0,0,104,36,39,186
5635,7,0,0,0,104,37,38,186
5636,7,0,0,0,103,36,38,184
5637,7,1,0,0,104,36,39,187
5638,7,0,0,0,104,36,39,186
5639,7,0,0,0,103,36,39,185
5640,7,1,0,0,105,37,39,189
5641,7,0,0,0,104,36,39,186
5642,7,0,0,0,104,36,39,186
5643,7,0,0,0,104,36,38,185
5644,7,0,0,0,104,36,38,185
5645,7,0,0,0,104,36,38,185
5646,7,0,0,0,104,37,38,186
5647,7,0,0,0,104,37,39,187
5648,7,0,0,142,104,38,38,329
5649,7,1,0,131,104,37,38,318
5650,7,0,0,127,105,37,38,314
5651,7,0,0,126,105,36,38,312
5652,7,0,0,126,104,36,39,312
5653,7,1,0,125,104,36,38,311
5654,7,1,0,124,105,36,38,311
5655,7,0,0,123,104,38,38,310
5656,7,1,0,128,104,36,39,315
5657,7,1,0,0,104,36,39,187
5658,7,0,0,0,104,37,38,186
5659,7,0,0,0,105,37,39,188
5660,7,0,0,0,104,37,38,186
5661,7,0,0,0,104,36,38,185
5662,7,0,0,0,104,36,39,186
5663,7,0,0,0,104,37,38,186
5664,7,1,0,0,104,36,38,186
5665,7,0,0,0,104,38,38,187
5666,7,1,0,0,104,37,39,188
5667,7,0,0,0,104,37,38,186
5668,7,0,0,0,104,38,38,187
5669,7,1,0,0,104,36,38,186
5670,7,1,0,0,104,35,38,185
5671,7,0,0,0,105,37,39,188
5672,7,1,0,0,105,38,39,190
5673,7,0,0,0,104,37,38,186
5674,7,1,0,0,104,38,39,189
5675,7,1,0,0,105,37,38,188
5676,7,0,0,0,104,36,38,185
5677,7,1,0,0,104,36,38,186
5678,7,0,0,0,104,37,39,187
5679,7,0,0,0,104,38,39,188
5680,7,1,0,0,104,37,39,188
5681,7,0,0,0,104,37,38,186
5682,7,0,0,1,104,36,38,186
5683,7,0,0,0,104,37,39,187
5684,7,0,0,0,104,36,38,185
5685,7,0,0,0,104,37,39,187
5686,7,0,0,0,105,37,39,188
5687,7,0,0,0,104,36,39,186
5688,7,1,0,0,104,35,39,186
5689,7,0,0,143,104,37,39,330
5690,7,1,0,130,104,37,38,317
5691,7,1,0,127,105,36,39,315
5692,7,1,0,127,104,38,38,315
5693,7,0,0,127,105,36,39,314
5694,7,1,0,125,104,37,39,313
5695,7,0,0,124,104,35,38,308
5696,7,0,0,124,113,1519,38,1801
5697,7,0,0,122,115,1665,38,1947
5698,7,0,0,0,114,1697,39,1857
5699,7,0,0,1,114,1721,39,1882
5700,7,0,0,0,115,1738,38,1898
5701,7,0,0,0,115,1763,39,1924
5702,7,0,0,0,115,1784,39,1945
5703,7,1,0,0,114,1785,38,1945
5704,7,1,0,0,114,1790,38,1950
5705,7,0,0,0,114,1798,39,1958
5706,7,0,0,0,115,1797,38,1957
5707,7,0,0,0,114,1805,38,1964
5708,7,0,0,0,114,1793,39,1953
5709,7,0,0,0,113,1807,38,1965
5710,7,0,0,0,114,1811,38,1970
5711,7,0,0,0,113,1810,38,1968
5712,7,1,0,0,114,1815,38,1975
5713,7,1,0,1,108,1,38,156
5714,7,1,0,0,106,1,38,153
5715,7,2,0,0,106,1,39,155
5716,7,0,0,10,105,1,39,162
5717,7,0,0,10,106,1,39,163
5718,7,0,0,0,106,1,39,153
5719,7,1,0,0,106,1,39,154
5720,7,0,0,0,104,1,39,151
5721,7,1,0,0,104,1,39,152
5722,7,0,0,0,104,1,39,151
5723,7,0,0,0,105,1,39,152
5724,7,0,0,0,103,1,39,150
5725,7,0,0,0,104,1,38,150
5726,7,0,0,0,103,0,38,148
5727,7,0,0,0,104,1,38,150
5728,7,1,0,143,104,1,38,294
5729,7,0,0,130,104,1,38,280
5730,7,0,0,128,104,0,38,277
5731,7,0,0,128,105,1,39,280
5732,7,1,0,125,104,37,38,312
5733,7,0,0,125,103,38,38,311
5734,7,0,0,123,103,36,38,307
5735,7,0,0,123,105,37,38,310
5736,7,0,0,122,107,37,38,311
5737,7,1,0,0,104,36,39,187
5738,7,0,0,0,104,37,38,186
5739,7,0,0,0,106,38,38,189
5740,7,2,0,0,104,36,38,187
5741,7,1,0,0,104,36,39,187
5742,7,0,0,0,105,37,38,187
5743,7,0,0,1,104,36,38,186
5744,7,1,0,0,104,37,38,187
5745,7,0,0,10,104,37,39,197
5746,7,0,0,7,104,37,39,194
5747,7,1,0,7,104,37,38,194
5748,7,0,0,7,103,36,38,191
5749,7,0,0,7,104,37,38,193
5750,7,1,0,7,104,35,38,192
5751,7,1,0,7,104,38,39,196
5752,7,0,0,7,103,37,37,191
5753,7,1,0,7,104,37,38,194
5754,7,1,0,7,104,37,39,195
5755,7,5,0,151,105,36,38,342
5756,7,5,0,140,104,36,38,330
5757,329,4610,0,138,104,35,38,5254
5758,329,4633,0,136,104,36,38,5276
5759,7,4631,0,135,104,36,38,4951
5760,7,4600,0,135,104,37,39,4922
5761,7,4612,0,134,104,37,38,4932
5762,7,4573,0,133,103,36,38,4890
5763,7,4552,0,132,104,37,38,4870
5764,7,4578,0,131,104,37,38,4895
5765,7,4543,0,131,104,36,38,4859
5766,7,4599,0,131,103,36,38,4914
5767,7,4548,0,131,104,36,38,4864
5768,7,4540,0,131,104,37,38,4857
5769,7,4573,0,130,105,35,38,4888
5770,7,4575,0,129,104,36,39,4890
5771,7,4553,0,128,104,35,39,4866
5772,7,4554,0,128,104,36,38,4867
5773,7,4525,0,128,103,37,39,4839
5774,7,4521,0,128,103,37,39,4835
5775,7,4518,0,10,104,37,39,4715
5776,7,4501,0,0,103,37,39,4687
5777,7,4530,0,1,103,36,39,4716
5778,7,4496,0,1,104,36,39,4683
5779,7,4508,0,0,103,36,38,4692
5780,7,4506,0,1,103,35,37,4689
5781,7,4514,0,1,103,35,38,4698
5782,7,4508,0,1,103,35,38,4692
5783,7,4514,0,1,104,36,38,4700
5784,7,4526,0,1,104,36,38,4712
5785,7,4553,0,0,103,35,38,4736
5786,7,4599,0,1,104,36,38,4785
5787,7,4567,0,0,104,36,38,4752
5788,7,4556,0,1,104,37,38,4743
5789,7,244,0,0,104,37,39,431
5790,7,244,0,1,104,36,39,431
5791,7,237,0,151,104,38,38,575
5792,7,251,0,138,105,36,38,575
5793,7,249,0,128,104,36,39,563
5794,7,247,0,127,104,36,38,559
5795,7,252,0,125,104,35,38,561
5796,7,250,0,125,104,36,38,560
5797,7,253,0,203,103,36,38,640
5798,7,251,0,124,103,37,38,560
5799,7,257,0,124,104,36,38,566
5800,7,0,0,0,105,37,38,187
5801,7,1,0,0,104,36,38,186
5802,7,0,0,0,104,36,38,185
5803,7,0,0,0,104,36,38,185
5804,7,2,0,0,104,37,38,188
5805,7,0,0,0,104,36,38,185
5806,7,0,0,1,104,36,39,187
5807,7,0,0,0,104,37,38,186
5808,7,0,0,0,104,37,38,186
5809,7,1,0,0,106,36,39,189
5810,7,1,0,0,104,37,40,189
5811,7,0,0,0,104,35,39,185
5812,7,0,0,0,105,37,39,188
5813,8,1,0,1,105,37,39,191
5814,7,0,0,0,105,36,39,187
5815,7,0,0,0,104,35,39,185
5816,7,0,0,0,104,35,39,185
5817,7,0,0,0,104,35,38,184
